POST_NAME,ET_DESC,ET_PRIM_REASON,ET_PRIM_DESC,ET_SEC_REASON,ET_SEC_DESC,Count of VOL_ID
BOTSWANA,RESIGNATION,213,matching skills with work assignment,311,emotional/mental health,3
BOTSWANA,RESIGNATION,213,matching skills with work assignment,415,other country assignment/adaptation,1
BOTSWANA,RESIGNATION,213,matching skills with work assignment,115,other Peace Corps support,1
BOTSWANA,RESIGNATION,213,matching skills with work assignment,616,other personal/family related,1
BOTSWANA,RESIGNATION,213,matching skills with work assignment,712,unrealistic expectations,1
BOTSWANA,RESIGNATION,300,Medical Concerns,,,1
BOTSWANA,RESIGNATION,111,medical support,,,2
BOTSWANA,RESIGNATION,612,other career opportunity,,,20
BOTSWANA,RESIGNATION,612,other career opportunity,616,other personal/family related,2
BOTSWANA,RESIGNATION,612,other career opportunity,712,unrealistic expectations,1
BOTSWANA,RESIGNATION,415,other country assignment/adaptation,,,2
BOTSWANA,RESIGNATION,415,other country assignment/adaptation,612,other career opportunity,1
BOTSWANA,RESIGNATION,415,other country assignment/adaptation,616,other personal/family related,1
BOTSWANA,RESIGNATION,514,other personal safety,,,1
BOTSWANA,RESIGNATION,616,other personal/family related,,,26
BOTSWANA,RESIGNATION,616,other personal/family related,510,crime and personal safety,1
BOTSWANA,RESIGNATION,616,other personal/family related,212,host country counterpart/support,1
BOTSWANA,RESIGNATION,616,other personal/family related,213,matching skills with work assignment,1
BOTSWANA,RESIGNATION,616,other personal/family related,612,other career opportunity,1
BOTSWANA,RESIGNATION,616,other personal/family related,512,sexual assault/harassment,1
BOTSWANA,RESIGNATION,217,other program/work assignment,,,1
BOTSWANA,RESIGNATION,217,other program/work assignment,410,host country culture,1
BOTSWANA,RESIGNATION,217,other program/work assignment,612,other career opportunity,1
BOTSWANA,RESIGNATION,217,other program/work assignment,616,other personal/family related,1
BOTSWANA,RESIGNATION,217,other program/work assignment,513,road safety/traveling,1
BOTSWANA,RESIGNATION,221,other program/work related (please explain),311,emotional/mental health,1
BOTSWANA,RESIGNATION,113,Peace Corps policies,,,1
BOTSWANA,RESIGNATION,114,Peace Corps staff in country,514,other personal safety,1
BOTSWANA,RESIGNATION,500,Personal Safety,,,1
BOTSWANA,RESIGNATION,100,Personal/Family,,,3
BOTSWANA,RESIGNATION,310,physical health,,,3
BOTSWANA,RESIGNATION,310,physical health,112,administrative support,1
BOTSWANA,RESIGNATION,414,preferred another country/region,712,unrealistic expectations,1
BOTSWANA,RESIGNATION,215,project/site development,412,living arrangements/housing location,1
BOTSWANA,RESIGNATION,215,project/site development,612,other career opportunity,1
BOTSWANA,RESIGNATION,215,project/site development,415,other country assignment/adaptation,1
BOTSWANA,RESIGNATION,215,project/site development,217,other program/work assignment,1
BOTSWANA,RESIGNATION,215,project/site development,310,physical health,1
BOTSWANA,RESIGNATION,218,received inaccurate information re: assignment,311,emotional/mental health,1
BOTSWANA,RESIGNATION,218,received inaccurate information re: assignment,113,Peace Corps policies,1
BOTSWANA,RESIGNATION,218,received inaccurate information re: assignment,614,spousal responsibility,1
BOTSWANA,RESIGNATION,710,resignation in lieu of administrative separation,,,8
BOTSWANA,RESIGNATION,710,resignation in lieu of administrative separation,513,road safety/traveling,1
BOTSWANA,RESIGNATION,513,road safety/traveling,,,1
BOTSWANA,RESIGNATION,610,romantic interest,612,other career opportunity,1
BOTSWANA,RESIGNATION,413,site location,,,1
BOTSWANA,RESIGNATION,614,spousal responsibility,,,1
BOTSWANA,RESIGNATION,210,technical skills,613,financial,1
BOTSWANA,RESIGNATION,110,technical support,,,1
BOTSWANA,RESIGNATION,712,unrealistic expectations,,,5
BOTSWANA,RESIGNATION,712,unrealistic expectations,413,site location,1
BULGARIA,RESIGNATION,,,,,85
BULGARIA,RESIGNATION,200,Adaptation,,,16
BULGARIA,RESIGNATION,313,alcohol,612,other career opportunity,1
BULGARIA,RESIGNATION,214,amount of work,410,host country culture,3
BULGARIA,RESIGNATION,116,death/illness of close friend or family member,,,3
BULGARIA,RESIGNATION,116,death/illness of close friend or family member,212,host country counterpart/support,1
BULGARIA,RESIGNATION,116,death/illness of close friend or family member,110,technical support,1
BULGARIA,RESIGNATION,118,early termination of spouse,,,1
BULGARIA,RESIGNATION,118,early termination of spouse,120,other family,1
BULGARIA,RESIGNATION,311,emotional/mental health,,,3
BULGARIA,RESIGNATION,311,emotional/mental health,615,friend(s) or other family responsibility,1
BULGARIA,RESIGNATION,311,emotional/mental health,410,host country culture,2
BULGARIA,RESIGNATION,613,financial,,,1
BULGARIA,RESIGNATION,615,friend(s) or other family responsibility,,,2
BULGARIA,RESIGNATION,615,friend(s) or other family responsibility,311,emotional/mental health,1
BULGARIA,RESIGNATION,611,further education,,,1
BULGARIA,RESIGNATION,212,host country counterpart/support,,,1
BULGARIA,RESIGNATION,410,host country culture,311,emotional/mental health,2
BULGARIA,RESIGNATION,410,host country culture,414,preferred another country/region,1
BULGARIA,RESIGNATION,312,illegal substance,,,1
BULGARIA,RESIGNATION,400,Job Related,,,1
BULGARIA,RESIGNATION,213,matching skills with work assignment,,,2
BULGARIA,RESIGNATION,300,Medical Concerns,,,2
BULGARIA,RESIGNATION,111,medical support,116,death/illness of close friend or family member,1
BULGARIA,RESIGNATION,600,Other,,,3
BULGARIA,RESIGNATION,716,other (please explain),,,1
BULGARIA,RESIGNATION,612,other career opportunity,,,3
BULGARIA,RESIGNATION,612,other career opportunity,613,financial,1
BULGARIA,RESIGNATION,612,other career opportunity,410,host country culture,1
BULGARIA,RESIGNATION,612,other career opportunity,616,other personal/family related,1
BULGARIA,RESIGNATION,415,other country assignment/adaptation,,,1
BULGARIA,RESIGNATION,415,other country assignment/adaptation,215,project/site development,1
BULGARIA,RESIGNATION,120,other family,,,1
BULGARIA,RESIGNATION,120,other family,216,political/civil unrest,1
BULGARIA,RESIGNATION,616,other personal/family related,,,6
BULGARIA,RESIGNATION,616,other personal/family related,311,emotional/mental health,1
BULGARIA,RESIGNATION,616,other personal/family related,213,matching skills with work assignment,3
BULGARIA,RESIGNATION,616,other personal/family related,612,other career opportunity,1
BULGARIA,RESIGNATION,221,other program/work related (please explain),,,1
BULGARIA,RESIGNATION,114,Peace Corps staff in country,311,emotional/mental health,1
BULGARIA,RESIGNATION,100,Personal/Family,,,25
BULGARIA,RESIGNATION,100,Personal/Family,300,Medical Concerns,1
BULGARIA,RESIGNATION,100,Personal/Family,500,Personal Safety,1
BULGARIA,RESIGNATION,310,physical health,,,1
BULGARIA,RESIGNATION,310,physical health,412,living arrangements/housing location,1
BULGARIA,RESIGNATION,0,Prefer not to respond,,,1
BULGARIA,RESIGNATION,215,project/site development,,,2
BULGARIA,RESIGNATION,215,project/site development,414,preferred another country/region,1
BULGARIA,RESIGNATION,215,project/site development,712,unrealistic expectations,1
BULGARIA,RESIGNATION,710,resignation in lieu of administrative separation,,,5
BULGARIA,RESIGNATION,710,resignation in lieu of administrative separation,313,alcohol,1
BULGARIA,RESIGNATION,710,resignation in lieu of administrative separation,113,Peace Corps policies,1
BULGARIA,RESIGNATION,610,romantic interest,712,unrealistic expectations,1
BULGARIA,RESIGNATION,110,technical support,311,emotional/mental health,1
BULGARIA,RESIGNATION,712,unrealistic expectations,,,2
BULGARIA,RESIGNATION,712,unrealistic expectations,213,matching skills with work assignment,2
BULGARIA,RESIGNATION,712,unrealistic expectations,710,resignation in lieu of administrative separation,1
BULGARIA,RESIGNATION,715,use of illegal substance or misuse of alcohol,712,unrealistic expectations,1
BURKINA FASO,RESIGNATION,,,,,91
BURKINA FASO,RESIGNATION,200,Adaptation,,,3
BURKINA FASO,RESIGNATION,200,Adaptation,300,Medical Concerns,3
BURKINA FASO,RESIGNATION,200,Adaptation,100,Personal/Family,2
BURKINA FASO,RESIGNATION,112,administrative support,714,unable to adhere to Peace Corps policies,1
BURKINA FASO,RESIGNATION,313,alcohol,311,emotional/mental health,1
BURKINA FASO,RESIGNATION,214,amount of work,712,unrealistic expectations,1
BURKINA FASO,RESIGNATION,510,crime and personal safety,212,host country counterpart/support,1
BURKINA FASO,RESIGNATION,116,death/illness of close friend or family member,,,1
BURKINA FASO,RESIGNATION,116,death/illness of close friend or family member,311,emotional/mental health,1
BURKINA FASO,RESIGNATION,311,emotional/mental health,212,host country counterpart/support,1
BURKINA FASO,RESIGNATION,311,emotional/mental health,412,living arrangements/housing location,1
BURKINA FASO,RESIGNATION,311,emotional/mental health,111,medical support,1
BURKINA FASO,RESIGNATION,311,emotional/mental health,712,unrealistic expectations,1
BURKINA FASO,RESIGNATION,613,financial,213,matching skills with work assignment,1
BURKINA FASO,RESIGNATION,615,friend(s) or other family responsibility,,,5
BURKINA FASO,RESIGNATION,615,friend(s) or other family responsibility,616,other personal/family related,1
BURKINA FASO,RESIGNATION,615,friend(s) or other family responsibility,610,romantic interest,1
BURKINA FASO,RESIGNATION,611,further education,,,4
BURKINA FASO,RESIGNATION,611,further education,214,amount of work,1
BURKINA FASO,RESIGNATION,611,further education,616,other personal/family related,1
BURKINA FASO,RESIGNATION,611,further education,310,physical health,1
BURKINA FASO,RESIGNATION,212,host country counterpart/support,,,1
BURKINA FASO,RESIGNATION,212,host country counterpart/support,616,other personal/family related,1
BURKINA FASO,RESIGNATION,410,host country culture,,,2
BURKINA FASO,RESIGNATION,400,Job Related,,,2
BURKINA FASO,RESIGNATION,412,living arrangements/housing location,211,language skills,1
BURKINA FASO,RESIGNATION,300,Medical Concerns,,,5
BURKINA FASO,RESIGNATION,300,Medical Concerns,100,Personal/Family,1
BURKINA FASO,RESIGNATION,111,medical support,,,3
BURKINA FASO,RESIGNATION,612,other career opportunity,,,5
BURKINA FASO,RESIGNATION,415,other country assignment/adaptation,,,3
BURKINA FASO,RESIGNATION,415,other country assignment/adaptation,112,administrative support,1
BURKINA FASO,RESIGNATION,415,other country assignment/adaptation,211,language skills,1
BURKINA FASO,RESIGNATION,514,other personal safety,711,other volunteers/trainees,1
BURKINA FASO,RESIGNATION,616,other personal/family related,,,20
BURKINA FASO,RESIGNATION,616,other personal/family related,615,friend(s) or other family responsibility,1
BURKINA FASO,RESIGNATION,616,other personal/family related,412,living arrangements/housing location,1
BURKINA FASO,RESIGNATION,616,other personal/family related,514,other personal safety,1
BURKINA FASO,RESIGNATION,616,other personal/family related,513,road safety/traveling,1
BURKINA FASO,RESIGNATION,113,Peace Corps policies,,,4
BURKINA FASO,RESIGNATION,114,Peace Corps staff in country,,,1
BURKINA FASO,RESIGNATION,114,Peace Corps staff in country,714,unable to adhere to Peace Corps policies,1
BURKINA FASO,RESIGNATION,100,Personal/Family,,,5
BURKINA FASO,RESIGNATION,100,Personal/Family,200,Adaptation,4
BURKINA FASO,RESIGNATION,100,Personal/Family,300,Medical Concerns,1
BURKINA FASO,RESIGNATION,310,physical health,,,1
BURKINA FASO,RESIGNATION,310,physical health,615,friend(s) or other family responsibility,1
BURKINA FASO,RESIGNATION,310,physical health,412,living arrangements/housing location,2
BURKINA FASO,RESIGNATION,310,physical health,215,project/site development,1
BURKINA FASO,RESIGNATION,216,political/civil unrest,214,amount of work,1
BURKINA FASO,RESIGNATION,414,preferred another country/region,,,1
BURKINA FASO,RESIGNATION,215,project/site development,214,amount of work,1
BURKINA FASO,RESIGNATION,215,project/site development,120,other family,1
BURKINA FASO,RESIGNATION,218,received inaccurate information re: assignment,217,other program/work assignment,1
BURKINA FASO,RESIGNATION,710,resignation in lieu of administrative separation,,,7
BURKINA FASO,RESIGNATION,710,resignation in lieu of administrative separation,510,crime and personal safety,1
BURKINA FASO,RESIGNATION,710,resignation in lieu of administrative separation,312,illegal substance,1
BURKINA FASO,RESIGNATION,710,resignation in lieu of administrative separation,310,physical health,1
BURKINA FASO,RESIGNATION,710,resignation in lieu of administrative separation,513,road safety/traveling,1
BURKINA FASO,RESIGNATION,610,romantic interest,,,3
BURKINA FASO,RESIGNATION,610,romantic interest,214,amount of work,1
BURKINA FASO,RESIGNATION,610,romantic interest,311,emotional/mental health,1
BURKINA FASO,RESIGNATION,610,romantic interest,615,friend(s) or other family responsibility,2
BURKINA FASO,RESIGNATION,610,romantic interest,212,host country counterpart/support,1
BURKINA FASO,RESIGNATION,413,site location,615,friend(s) or other family responsibility,1
BURKINA FASO,RESIGNATION,614,spousal responsibility,,,2
BURKINA FASO,RESIGNATION,614,spousal responsibility,211,language skills,1
BURKINA FASO,RESIGNATION,110,technical support,411,host community/host family,1
BURKINA FASO,RESIGNATION,110,technical support,515,road safety concerns/dangerous traveling,1
BURKINA FASO,RESIGNATION,110,technical support,413,site location,1
BURKINA FASO,RESIGNATION,712,unrealistic expectations,,,12
BURKINA FASO,RESIGNATION,712,unrealistic expectations,611,further education,1
BURKINA FASO,RESIGNATION,700,V/T Prefers Not to Respond,,,1
CAMBODIA,RESIGNATION,,,,,16
CAMBODIA,RESIGNATION,112,administrative support,,,2
CAMBODIA,RESIGNATION,214,amount of work,612,other career opportunity,2
CAMBODIA,RESIGNATION,510,crime and personal safety,,,1
CAMBODIA,RESIGNATION,311,emotional/mental health,,,4
CAMBODIA,RESIGNATION,311,emotional/mental health,411,host community/host family,1
CAMBODIA,RESIGNATION,311,emotional/mental health,211,language skills,1
CAMBODIA,RESIGNATION,311,emotional/mental health,616,other personal/family related,1
CAMBODIA,RESIGNATION,311,emotional/mental health,310,physical health,2
CAMBODIA,RESIGNATION,311,emotional/mental health,413,site location,1
CAMBODIA,RESIGNATION,613,financial,,,1
CAMBODIA,RESIGNATION,615,friend(s) or other family responsibility,,,14
CAMBODIA,RESIGNATION,615,friend(s) or other family responsibility,311,emotional/mental health,1
CAMBODIA,RESIGNATION,615,friend(s) or other family responsibility,616,other personal/family related,1
CAMBODIA,RESIGNATION,611,further education,,,23
CAMBODIA,RESIGNATION,411,host community/host family,,,2
CAMBODIA,RESIGNATION,411,host community/host family,611,further education,1
CAMBODIA,RESIGNATION,410,host country culture,,,2
CAMBODIA,RESIGNATION,410,host country culture,612,other career opportunity,1
CAMBODIA,RESIGNATION,412,living arrangements/housing location,,,1
CAMBODIA,RESIGNATION,213,matching skills with work assignment,,,4
CAMBODIA,RESIGNATION,612,other career opportunity,,,13
CAMBODIA,RESIGNATION,612,other career opportunity,610,romantic interest,1
CAMBODIA,RESIGNATION,415,other country assignment/adaptation,,,2
CAMBODIA,RESIGNATION,415,other country assignment/adaptation,311,emotional/mental health,1
CAMBODIA,RESIGNATION,115,other Peace Corps support,412,living arrangements/housing location,1
CAMBODIA,RESIGNATION,514,other personal safety,,,1
CAMBODIA,RESIGNATION,616,other personal/family related,,,15
CAMBODIA,RESIGNATION,616,other personal/family related,311,emotional/mental health,1
CAMBODIA,RESIGNATION,616,other personal/family related,613,financial,1
CAMBODIA,RESIGNATION,616,other personal/family related,615,friend(s) or other family responsibility,1
CAMBODIA,RESIGNATION,616,other personal/family related,213,matching skills with work assignment,1
CAMBODIA,RESIGNATION,217,other program/work assignment,410,host country culture,1
CAMBODIA,RESIGNATION,217,other program/work assignment,711,other volunteers/trainees,1
CAMBODIA,RESIGNATION,217,other program/work assignment,712,unrealistic expectations,1
CAMBODIA,RESIGNATION,511,physical assault/harassment,112,administrative support,1
CAMBODIA,RESIGNATION,310,physical health,,,4
